Battery_ID,formula,working_ion,formula_charge,formula_discharge,voltage,capacity,volume_change
mp-557716_Na,Na0-1Ni(PO3)3,Na,Ni(PO3)3,NaNi(PO3)3,5.285876136551725,84.12291468287461,0.029256726094191
mp-558048_Na,Na0-1V(GeO3)2,Na,V(GeO3)2,NaV(GeO3)2,3.156789026551724,85.02801091922686,0.031406061982007
mp-558049_Na,Na1-2V3P2O13,Na,NaV3P2O13,Na2V3P2O13,3.693653609051726,57.17725394145005,0.033418554319772
mp-558050_Na,Na0-1Rb2MnF6,Na,Rb2MnF6,Rb2NaMnF6,3.765955136551728,73.86302326840693,0.026796367130348
mp-559281_Na,Na0-3Cr2(PS4)3,Na,Cr2(PS4)3,Na3Cr2(PS4)3,3.119356584885057,123.57313834032348,0.004930372780976
mp-559563_Na,Na0-1Rb2CoF6,Na,Rb2CoF6,Rb2NaCoF6,4.910117116551735,73.05862180977002,0.095260123885882
mp-560562_Na,Na0-1Rb2CrF6,Na,Rb2CrF6,Rb2NaCrF6,4.498360276551725,74.46678479711632,0.045265140264845
mp-560624_Na,Na3-5Bi(P2O7)2,Na,Na3Bi(P2O7)2,Na5Bi(P2O7)2,4.666740184051722,79.78817223221652,0.003384475388911
mp-560671_Na,Na0-1Rb2VF6,Na,Rb2VF6,Rb2NaVF6,4.005764786551726,74.68562575079928,0.016347304551869
mp-560780_Na,Na0-4Ni3P4O15,Na,Ni3P4O15,Na4Ni3P4O15,5.320454675301722,169.6496727063401,0.028660758743234
mp-562546_Na,Na0-4Co3P4O15,Na,Co3P4O15,Na4Co3P4O15,4.738210525926728,169.45676280312333,0.072643418000461
mp-569885_Na,Na0-1Cs2TaCl6,Na,Cs2TaCl6,Cs2NaTaCl6,0.8984755465517261,39.27149400129235,0.021850209935507
mp-570990_Na,Na0-1Cs2MoCl6,Na,Cs2MoCl6,Cs2NaMoCl6,2.404134966551726,44.85913813452191,0.000416309131341
mp-584094_Na,Na0-1MnP2O7,Na,MnP2O7,NaMnP2O7,4.993953421551726,106.4094970483249,0.050200433153803
mp-585266_Na,Na0-2MnP2O7,Na,MnP2O7,Na2MnP2O7,4.05877872905172,195.018501417946,0.123101178662976
mp-6226_Na,Na0-1Sn4(PO4)3,Na,Sn4(PO4)3,NaSn4(PO4)3,4.348646971551719,34.240423562030486,0.015369858783492
mp-6465_Na,Na0-1Ti(SiO3)2,Na,Ti(SiO3)2,NaTi(SiO3)2,1.283247486551733,120.17298946517072,0.031140861135458
mp-6496_Na,Na0-1Ba2(CuO2)3,Na,Ba2(CuO2)3,Ba2Na(CuO2)3,2.459639041551728,45.87109797100768,0.025767618930216
mp-6761_Na,Na0-3Ti2(PO4)3,Na,Ti2(PO4)3,Na3Ti2(PO4)3,2.306019463218399,178.82858745608107,0.117365215997587
mp-689925_Na,Na0-1Cs2NiF6,Na,Cs2NiF6,Cs2NaNiF6,4.227831216551717,58.07666691669115,0.095016872957406
mp-697730_Na,Na0-6Mn3(PO4)4,Na,Mn3(PO4)4,Na6Mn3(PO4)4,3.469875774885057,235.5697164078063,0.14024297968184
mp-705395_Na,Na0-4Fe3P4O15,Na,Fe3P4O15,Na4Fe3P4O15,2.399544355926725,171.97520463267662,0.094957735850937
mp-705562_Na,Na0-3Mo4P5O24,Na,Mo4P5O24,Na3Mo4P5O24,3.616627704885051,81.08689361220995,0.009389674813241
mp-753211_Na,Na0-1FeCuS2,Na,FeCuS2,NaFeCuS2,1.727397416551724,129.78248659286524,0.127953577281996
mp-753571_Na,Na0-2LiVF6,Na,LiVF6,Na2LiVF6,3.214491651551725,246.0516757161408,0.092759160800778
mp-760263_Na,Na0-8Fe7(PO4)8,Na,Fe7(PO4)8,Na8Fe7(PO4)8,3.417543051551721,160.65577586427503,0.114182437857771
mp-761068_Na,Na1-2.75Ti2(PO4)3,Na,NaTi2(PO4)3,Na11Ti8(PO4)12,1.236566780837445,105.66741867470942,0.08279904164713
mp-768444_Na,Na0-0.67MnPO4,Na,MnPO4,Na2Mn3(PO4)3,3.6729767515517153,108.13420055862515,0.078330807825624
mp-866668_Na,Na0-1Rb2SbBr6,Na,Rb2SbBr6,Rb2NaSbBr6,2.557676156551721,33.70791765368529,0.127672889874349
mp-989514_Na,Na0-1Cs2SbCl6,Na,Cs2SbCl6,Cs2NaSbCl6,3.135656256551723,43.00079932612073,0.06474629238037
mp-989545_Na,Na0-1Rb2SbCl6,Na,Rb2SbCl6,Rb2NaSbCl6,3.043628696551717,50.72163181299064,0.107720256273356
mp-1173809_Na,Na1.25-2MgFe2(PO4)3,Na,Na5Mg4Fe8(PO4)12,Na2MgFe2(PO4)3,2.650199029885057,43.05333178328426,0.015586605020234
mp-1176385_Na,Na2-2.5MnPCO7,Na,Na2MnPCO7,Na5Mn2P2(CO7)2,3.099622796551703,50.116323516569366,0.019715041193803
mp-1176405_Na,Na2-2.5FePCO7,Na,Na2FePCO7,Na5Fe2P2(CO7)2,2.774276836551738,49.94691127830643,0.027757010938259
mp-1210177_Na,Na0-1Mn3Ag(PO4)3,Na,Mn3Ag(PO4)3,NaMn3Ag(PO4)3,4.169085676551706,46.162794765129206,0.037967644111603
mp-1220811_Na,Na0-1ZrNb(PO4)3,Na,ZrNb(PO4)3,NaZrNb(PO4)3,1.6818045948850262,54.47076488511429,0.001077454856309
mp-16553_Na,Na0-1Ca9Mn(PO4)7,Na,Ca9Mn(PO4)7,NaCa9Mn(PO4)7,4.632047936551718,24.289258924589436,0.00638725597874
mp-19261_Na,Na1-3MnPCO7,Na,NaMnPCO7,Na3MnPCO7,3.369558361551721,192.2027348596324,0.073265602924694
mp-21590_Na,Na2-6Fe2C4SO16,Na,Na2Fe2C4SO16,Na6Fe2C4SO16,3.904088337801721,183.03058987831173,0.034428311613011
mp-22135_Na,Na1-3FePCO7,Na,NaFePCO7,Na3FePCO7,3.443899664051723,191.5797090750565,0.010974811361596
